Season,Episode,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
season-04,e7-Mockingbird,0.09640397857689365,0.061208875286916604,0.0,0.12547819433817903,0.03519510328997705,0.18439173680183626,0.15837796480489671,0.10022953328232594,0.06579954093343535,0.08569242540168324,0.08722264728385616
season-04,e8-The Mountain and the Viper,0.1270718232044199,0.07320441988950276,0.0,0.13121546961325967,0.03867403314917127,0.18093922651933703,0.16988950276243095,0.08701657458563536,0.05386740331491713,0.058011049723756904,0.08011049723756906
season-04,e9-The Watchers on the Wall,0.09977827050997783,0.07427937915742794,0.0,0.14523281596452328,0.043237250554323724,0.21729490022172948,0.11862527716186252,0.06541019955654102,0.05432372505543237,0.08869179600886919,0.09312638580931264
season-05,e1,0.09257473481195758,0.07232401157184185,0.0,0.11764705882352941,0.04725168756027001,0.16875602700096431,0.15911282545805208,0.09161041465766634,0.06075216972034716,0.08100289296046287,0.10896817743490839
season-05,e10,0.07987220447284345,0.059637912673056445,0.0,0.15761448349307774,0.05005324813631523,0.2268370607028754,0.13738019169329074,0.0670926517571885,0.03727369542066028,0.08945686900958466,0.09478168264110756
season-05,e2,0.07775377969762419,0.06263498920086392,0.0,0.1396688264938805,0.06623470122390208,0.2087832973362131,0.13606911447084233,0.07055435565154787,0.0482361411087113,0.09143268538516919,0.09863210943124551
season-05,e3,0.09674922600619196,0.07430340557275542,0.0,0.11455108359133127,0.05572755417956656,0.17414860681114552,0.17337461300309598,0.07662538699690402,0.05185758513931889,0.07972136222910217,0.10294117647058823
season-05,e4,0.09441624365482233,0.07208121827411168,0.0,0.10558375634517767,0.049746192893401014,0.1847715736040609,0.1736040609137056,0.09035532994923857,0.048730964467005075,0.07715736040609138,0.10355329949238579
season-05,e5,0.07995846313603323,0.07995846313603323,0.0,0.14018691588785046,0.05088265835929388,0.20041536863966772,0.1536863966770509,0.06230529595015576,0.05088265835929388,0.07372793354101766,0.10799584631360332
season-05,e6,0.09874152952565343,0.0803484995159729,0.0,0.10842207163601161,0.04743465634075508,0.19167473378509198,0.16940948693126814,0.07938044530493708,0.05421103581800581,0.08131655372700872,0.08906098741529525
season-05,e7,0.115748031496063,0.07322834645669292,0.0,0.14409448818897638,0.04409448818897638,0.18188976377952756,0.15433070866141732,0.07244094488188976,0.04330708661417323,0.06299212598425197,0.1078740157480315
season-05,e8,0.10414560161779575,0.07482305358948432,0.0,0.12234580384226491,0.043478260869565216,0.19009100101112233,0.16177957532861476,0.06370070778564206,0.055611729019211326,0.07684529828109202,0.10717896865520728
season-05,e9,0.08886810102899906,0.08793264733395698,0.0,0.13564078578110383,0.03928905519176801,0.17025257249766138,0.17867165575304023,0.08419083255378859,0.06454630495790459,0.06922357343311505,0.0813844714686623
season-06,e1,0.08121827411167512,0.06725888324873096,0.0,0.13578680203045684,0.05203045685279188,0.1916243654822335,0.16624365482233502,0.06979695431472081,0.050761421319796954,0.08375634517766498,0.10152284263959391
season-06,e10,0.09784735812133072,0.07045009784735812,0.0,0.15362035225048923,0.04207436399217221,0.19471624266144813,0.1634050880626223,0.07729941291585127,0.04794520547945205,0.06947162426614481,0.08317025440313111
season-06,e2,0.08110992529348986,0.0768409818569904,0.0,0.1344717182497332,0.06296691568836713,0.18890074706510138,0.14834578441835647,0.07790821771611527,0.042689434364994665,0.08110992529348986,0.1056563500533618
season-06,e3,0.09118236472945891,0.06212424849699399,0.0,0.15531062124248496,0.05511022044088176,0.19238476953907815,0.1462925851703407,0.07014028056112225,0.052104208416833664,0.07114228456913828,0.10420841683366733
season-06,e4,0.09736632083000799,0.06225059856344772,0.0,0.15003990422984836,0.05027932960893855,0.2202713487629689,0.13567438148443736,0.0670391061452514,0.04229848363926576,0.07741420590582601,0.09736632083000799
season-06,e5,0.0863674851820491,0.05419136325148179,0.0,0.14225232853513972,0.060118543607112614,0.20152413209144793,0.1380186282811177,0.07366638441998306,0.05165114309906858,0.09144792548687553,0.10076206604572396
season-06,e6,0.09417808219178082,0.07705479452054795,0.0,0.125,0.04280821917808219,0.1952054794520548,0.17123287671232876,0.08647260273972603,0.06078767123287671,0.06506849315068493,0.0821917808219178
season-06,e7,0.09558823529411764,0.07352941176470588,0.0,0.15196078431372548,0.04411764705882353,0.22426470588235295,0.15931372549019607,0.05759803921568627,0.051470588235294115,0.06495098039215687,0.07720588235294118
season-06,e8,0.12391573729863693,0.08798017348203221,0.0,0.13382899628252787,0.04399008674101611,0.16047087980173483,0.18835192069392812,0.08240396530359356,0.052664188351920695,0.052664188351920695,0.07372986369268897
season-06,e9,0.09789156626506024,0.0677710843373494,0.0,0.14006024096385541,0.04819277108433735,0.17620481927710843,0.14156626506024098,0.07379518072289157,0.07530120481927711,0.08283132530120482,0.0963855421686747
season-07,e1,0.11301989150090416,0.06600361663652803,0.0,0.1546112115732369,0.04430379746835443,0.1980108499095841,0.14828209764918626,0.06871609403254973,0.045207956600361664,0.06962025316455696,0.0922242314647378
season-07,e2,0.11009174311926606,0.07339449541284404,0.0,0.13196894848270996,0.03175723359209598,0.21100917431192662,0.14255469301340862,0.06986591390261115,0.04798870853916726,0.08186309103740297,0.0995059985885674
season-07,e3,0.12379421221864952,0.09083601286173633,0.0,0.10289389067524116,0.04662379421221865,0.18408360128617363,0.17845659163987138,0.06913183279742766,0.04983922829581994,0.06109324758842444,0.0932475884244373
season-07,e4,0.1136890951276102,0.05568445475638051,0.0,0.14617169373549885,0.04524361948955916,0.2088167053364269,0.14965197215777262,0.07424593967517401,0.042923433874709975,0.06612529002320186,0.09744779582366589
season-07,e5,0.10745098039215686,0.07372549019607844,0.0,0.13568627450980392,0.04470588235294118,0.1811764705882353,0.1796078431372549,0.06901960784313725,0.050980392156862744,0.07372549019607844,0.08392156862745098
season-07,e6,0.10412147505422993,0.07158351409978309,0.0,0.1475054229934924,0.052060737527114966,0.18872017353579176,0.16052060737527116,0.08676789587852494,0.04121475054229935,0.06941431670281996,0.07809110629067245
season-07,e7,0.1091703056768559,0.06441048034934498,0.0,0.13864628820960698,0.06222707423580786,0.2019650655021834,0.14192139737991266,0.06768558951965066,0.04694323144104803,0.07860262008733625,0.08842794759825327
season-08,e1,0.10935601458080195,0.07654921020656136,0.0,0.1227217496962333,0.053462940461725394,0.19562575941676794,0.1543134872417983,0.07168894289185905,0.04738760631834751,0.06804374240583232,0.10085054678007291
season-08,e2,0.0891089108910891,0.0594059405940594,0.0,0.135013501350135,0.05670567056705671,0.207020702070207,0.15031503150315031,0.0711071107110711,0.041404140414041404,0.0927092709270927,0.09720972097209721
season-08,e3,0.125,0.08333333333333333,0.0,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664
season-08,e4,0.118042226487524,0.07773512476007678,0.0,0.1238003838771593,0.05182341650671785,0.1871401151631478,0.16554702495201534,0.08301343570057582,0.05038387715930902,0.0609404990403071,0.08157389635316699
